identifier ,parentid,objectid,object_location,title,creator,publisher,date,date-is-approximate?,format,type,display_template,subject,description,image_small,image_thumb,image_alt_text
,,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,,Water Use Plan: Salmon Habitat,,,,,,record,compound_object,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_001,/objects/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01.pdf.pdf,"Continued Monitoring of the Constructed Wetland at Diversion Reservoir, Jordan River Watershed, Southern Vancouver Island ",Krysia Tuttle,LGL Limited,2013-03-31,,pdf,pdf,pdf,Hydroelectric; Fish Study; Habitat; Ecology; Salmon,,/objects/small/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01_sm.jpg,/objects/thumbs/lgl_ltd_2013_continued_monitoring_of_the_constructed_wetland_at_diversion_reservoir_12wjor01_th.jpg,
wright_2003_jr_pink_salmon_incubation_study,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_002,/objects/wright_2003_jr_pink_salmon_incubation_study.pdf.pdf,Jordan River Pink Salmon Incubation Study,M.C. Wright and Esther Guimond,BC Hydro Bridge Coastal Fish and Wildlife Restoration Program,2003-03-31,,pdf,pdf,pdf,Hydroelectric; Fish Study; Habitat; Ecology; Salmon; Metal Testing; Water Testing,,/objects/small/wright_2003_jr_pink_salmon_incubation_study_sm.jpg,/objects/thumbs/wright_2003_jr_pink_salmon_incubation_study_th.jpg,
burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_003,/objects/burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2.pdf.pdf,Jordan River Water Use Plan: Lower Jordan River Fish Index Study,D.W. Burt,BC Hydro,2007-09,,pdf,pdf,pdf,Hydroelectric; Fish Study; Habitat; Ecology; Salmon,,/objects/small/burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2_sm.jpg,/objects/thumbs/burt_2008_lower_jordan_river_fish_index_study_year_3_results_jormon_2_th.jpg,
burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_004,/objects/burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river.pdf.pdf,Summary of Water Quality and Biological Data for Anadromous Reaches of the Jordan River,D.W. Burt,BC Hydro,2012-10-09,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Forestry; Water Quality; Fish: Salmon,,/objects/small/burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river_sm.jpg,/objects/thumbs/burt_2012_summary_of_water_quality_and_biological_data_for_anadromous_reaches_of_the_jordan_river_th.jpg,
"burt_2014_assessment_of_gravel_quantity,_project_13_jor_02",jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_005,"/objects/burt_2014_assessment_of_gravel_quantity,_project_13_jor_02.pdf.pdf",Assessment of Gravel Quantity/Quality/Stability and Stranding Risk In Reach 1 of The Jordan River,D.W. Burt,BC Hydro,2014-05-13,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Gravel; Salmon; Salmon,,"/objects/small/burt_2014_assessment_of_gravel_quantity,_project_13_jor_02_sm.jpg","/objects/thumbs/burt_2014_assessment_of_gravel_quantity,_project_13_jor_02_th.jpg",
burt_2014_feasibility_for_side_channel_development_3_jor_01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_006,/objects/burt_2014_feasibility_for_side_channel_development_3_jor_01.pdf.pdf,Feasibility for Sidechannel Development On the East Side of Reach 1 of the Jordan River,D.W. Burt,BC Hydro,2014-04-09,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Sidechannel; Water Use Plan; Salmon,,/objects/small/burt_2014_feasibility_for_side_channel_development_3_jor_01_sm.jpg,/objects/thumbs/burt_2014_feasibility_for_side_channel_development_3_jor_01_th.jpg,
burt_2017_jordan_river_environmental_synthesis_report,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_007,/objects/burt_2017_jordan_river_environmental_synthesis_report.pdf.pdf,Jordan River Water Use Plan Synthesis of Monitoring Programs Conducted from 2005 to 2011,D.W. Burt,BC Hydro,2017-10-13,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Monitoring; Water Use Plan; Salmon,,/objects/small/burt_2017_jordan_river_environmental_synthesis_report_sm.jpg,/objects/thumbs/burt_2017_jordan_river_environmental_synthesis_report_th.jpg,
burt_2017_jordan_river_environmental_synthesis_report_figure_3_salmon_abundance_chart,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_008,/objects/burt_2017_jordan_river_environmental_synthesis_report_figure_3_salmon_abundance_chart.pdf.pdf,Salmon Abundance Chart,D.W. Burt,BC Hydro,2017-10-14,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/burt_2017_jordan_river_environmental_synthesis_report_figure_3_salmon_abundance_chart_sm.jpg,/objects/thumbs/burt_2017_jordan_river_environmental_synthesis_report_figure_3_salmon_abundance_chart_th.jpg,
burt_and_hill_2015_a_restoration_plan_14jor01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_009,/objects/burt_and_hill_2015_a_restoration_plan_14jor01.pdf.pdf,A Restoration Plan for Fish and Fish Habitat Within Anadromous Reaches of the Jordan River,D.W. Burt and G. Hill,BC Hydro,2006-05-05,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; Spawning,,/objects/small/burt_and_hill_2015_a_restoration_plan_14jor01_sm.jpg,/objects/thumbs/burt_and_hill_2015_a_restoration_plan_14jor01_th.jpg,
cascadia_2006_lower_jordan_river_salmon_spawning_assessment_and_enumeration_jormon_3,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_010,/objects/cascadia_2006_lower_jordan_river_salmon_spawning_assessment_and_enumeration_jormon_3.pdf.pdf,Lower Jordan River Salmon Spawning Assessment and Enumeration,,BC Hydro,,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/cascadia_2006_lower_jordan_river_salmon_spawning_assessment_and_enumeration_jormon_3_sm.jpg,/objects/thumbs/cascadia_2006_lower_jordan_river_salmon_spawning_assessment_and_enumeration_jormon_3_th.jpg,
cascadia_2010_jordan_salmon_spawning_assessment_jormon_3_yr4_2010_02_01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_011,/objects/cascadia_2010_jordan_salmon_spawning_assessment_jormon_3_yr4_2010_02_01.pdf.pdf,Jordan River Project Water Use Plan,,BC Hydro,2010-02,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/cascadia_2010_jordan_salmon_spawning_assessment_jormon_3_yr4_2010_02_01_sm.jpg,/objects/thumbs/cascadia_2010_jordan_salmon_spawning_assessment_jormon_3_yr4_2010_02_01_th.jpg,
guimond_2005_jr_pink_salmon_transplant_study_04jo01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_012,/objects/guimond_2005_jr_pink_salmon_transplant_study_04jo01.pdf.pdf,Jordan River Pink Salmon Transplant Feasibility Study,E. Guimond,BC Hydro,2005-07,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/guimond_2005_jr_pink_salmon_transplant_study_04jo01_sm.jpg,/objects/thumbs/guimond_2005_jr_pink_salmon_transplant_study_04jo01_th.jpg,
jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_013,/objects/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal.pdf.pdf,Design and Work Plans for Gravel Placement in Jordan River Reach 1,"David Burt, Helen Jones, Graham Hill","BC Hydro, ",2015-11-06,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal_sm.jpg,/objects/thumbs/jones_2015_design_and_work_plans_for_gravel_placement_in_jr_fwcp_proposal_th.jpg,
lgl_ltd_2007_integrated_wildlife_habitat_restoration_plan_project_06_w_jor_01,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_salmon,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_research_014,/objects/lgl_ltd_2007_integrated_wildlife_habitat_restoration_plan_project_06_w_jor_01.pdf.pdf,"Integrated Wildlife Habitat Restoration Plan for the Jordan River Watershed, Southern Vancouver Island, British Columbia",D.W. Burt,BC Hydro,2007-08,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Salmon; Water Use Plan; ,,/objects/small/lgl_ltd_2007_integrated_wildlife_habitat_restoration_plan_project_06_w_jor_01_sm.jpg,/objects/thumbs/lgl_ltd_2007_integrated_wildlife_habitat_restoration_plan_project_06_w_jor_01_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_surfing,,Water Use Plan: Surfing,,,,,,record,compound_object,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
bchydr_2.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_surfing,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_surfing_001,/objects/bchydr_2.pdf,Monitoring Surfing Quality below the Jordan River Generating Station (Year 2),,BC Hydro,2007-12,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Surfing; Water Use Plan; ,,/objects/small/bchydr_2.pdf_sm.jpg,/objects/thumbs/bchydr_2.pdf_th.jpg,
bchydr_1.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_surfing,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_surfing_002,/objects/bchydr_1.pdf,Monitoring Surfing Quality Below the Jordan River Generating Station,,BC Hydro,2004-12,,pdf,pdf,pdf,Hydroelectric; BC Hydro; Surfing; Water Use Plan; ,,/objects/small/bchydr_1.pdf_sm.jpg,/objects/thumbs/bchydr_1.pdf_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp,,Fish and Wildlife Compensation Program,,,,,,record,compound_object,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
fwcp_2011_jordan_river_watershed_plan_final_draft.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp_001,/objects/fwcp_2011_jordan_river_watershed_plan_final_draft.pdf,Jordan Watershed: Watershed Plan,,Fish and Wildlife Compensation Program,2011-10,,pdf,pdf,pdf,"Hydroelectric; Watershed; Ecology; Conservation; Fauna, Salmon ; Habitat; Water Birds; Bats; Plants",,/objects/small/fwcp_2011_jordan_river_watershed_plan_final_draft.pdf_sm.jpg,/objects/thumbs/fwcp_2011_jordan_river_watershed_plan_final_draft.pdf_th.jpg,
fwcp_2017_jordan_river_watershed_action_plan_final_draft.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp_002,/objects/fwcp_2017_jordan_river_watershed_action_plan_final_draft.pdf,Jordan River Watershed Action Plan,,Fish and Wildlife Compensation Program,2017-09-28,,pdf,pdf,pdf,"Hydroelectric; Watershed; Ecology; Conservation; Fauna, Salmon ; Habitat; Water Birds; Bats; Plants; Reservoir; River; Lakes; Riparian Areas",,/objects/small/fwcp_2017_jordan_river_watershed_action_plan_final_draft.pdf_sm.jpg,/objects/thumbs/fwcp_2017_jordan_river_watershed_action_plan_final_draft.pdf_th.jpg,
fwcp_2020_jordan_river_watershed_action_plan_final_report.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_fwcp_003,/objects/fwcp_2020_jordan_river_watershed_action_plan_final_report.pdf,Jordan River Watershed Action Plan: Administrative Update,,Fish and Wildlife Compensation Program,2020-07-21,,pdf,pdf,pdf,"Hydroelectric; Watershed; Ecology; Conservation; Fauna, Salmon ; Habitat; Water Birds; Bats; Plants; Reservoir; River; Lakes; Riparian Areas",,/objects/small/fwcp_2020_jordan_river_watershed_action_plan_final_report.pdf_sm.jpg,/objects/thumbs/fwcp_2020_jordan_river_watershed_action_plan_final_report.pdf_th.jpg,
,,,,,,,,,,,,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
,,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,,Water Use Plan,,,,,,record,compound_object,,,/objects/small/_sm.jpg,/objects/thumbs/_th.jpg,
bc_hydro_2002_jr_wup_consultiatve_committee_report.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_001,/objects/bc_hydro_2002_jr_wup_consultiatve_committee_report.pdf,Jordan River Water Use Plan: Consultative Committee Report,,BC Hydro,2002-02,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Surfing; Salmon; Habitat; Recreation,,/objects/small/bc_hydro_2002_jr_wup_consultiatve_committee_report.pdf_sm.jpg,/objects/thumbs/bc_hydro_2002_jr_wup_consultiatve_committee_report.pdf_th.jpg,
bc_hydro_2003_jordan_river_water_use_plan.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_002,/objects/bc_hydro_2003_jordan_river_water_use_plan.pdf,Jordan River Water Use Plan B,,BC Hydro,2003-04-30,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Surfing; Salmon; Habitat; Recreation,,/objects/small/bc_hydro_2003_jordan_river_water_use_plan.pdf_sm.jpg,/objects/thumbs/bc_hydro_2003_jordan_river_water_use_plan.pdf_th.jpg,
bc_hydro_2008_jr_wup_monitoring_and_physical_works_annual_report.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_003,/objects/bc_hydro_2008_jr_wup_monitoring_and_physical_works_annual_report.pdf,Jordan River Water Use Plan: Monitoring Programs and Physical Works Annual Report: 2008,,BC Hydro,2008-12,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Spawning; Salmon; Habitat; Inflow Monitoring; Fish Index,,/objects/small/bc_hydro_2008_jr_wup_monitoring_and_physical_works_annual_report.pdf_sm.jpg,/objects/thumbs/bc_hydro_2008_jr_wup_monitoring_and_physical_works_annual_report.pdf_th.jpg,
bc_hydro_2014_wup_review_program_information_sheet.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_004,/objects/bc_hydro_2014_wup_review_program_information_sheet.pdf,Water Use Plan Orders Review Program,,BC Hydro,2014,,pdf,pdf,pdf,Hydroelectric; Water Use Plan;,,/objects/small/bc_hydro_2014_wup_review_program_information_sheet.pdf_sm.jpg,/objects/thumbs/bc_hydro_2014_wup_review_program_information_sheet.pdf_th.jpg,
bc_hydro_2018_jr_wup_plan_order_review_letter.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_005,/objects/bc_hydro_2018_jr_wup_plan_order_review_letter.pdf,Water Use Plan Order Review Planning & Licensing,Doug Johnson,BC Hydro,2018-05-18,,pdf,pdf,pdf,Hydroelectric; Water Use Plan;,,/objects/small/bc_hydro_2018_jr_wup_plan_order_review_letter.pdf_sm.jpg,/objects/thumbs/bc_hydro_2018_jr_wup_plan_order_review_letter.pdf_th.jpg,
bc_hydro_2019_jr_wup_order_review_report_wupor.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_006,/objects/bc_hydro_2019_jr_wup_order_review_report_wupor.pdf,Jordan River water use plan order review report,,BC Hydro,2019-01,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Surfing; Salmon; Habitat; Recreation,,/objects/small/bc_hydro_2019_jr_wup_order_review_report_wupor.pdf_sm.jpg,/objects/thumbs/bc_hydro_2019_jr_wup_order_review_report_wupor.pdf_th.jpg,
consultative_committee_report_page_10_1__review_period.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_007,/objects/consultative_committee_report_page_10_1__review_period.pdf,Consultative Committee Report: Review Period,,BC Hydro,,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Mine Remediation; Fish Repopulation,,/objects/small/consultative_committee_report_page_10_1__review_period.pdf_sm.jpg,/objects/thumbs/consultative_committee_report_page_10_1__review_period.pdf_th.jpg,
dcwr_2004_bc_water_act_order_jordan_river_wup_acceptance_letter.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_008,/objects/dcwr_2004_bc_water_act_order_jordan_river_wup_acceptance_letter.pdf,Province of British Columbia Water Act ,Glen Davidson,Province of British Columbia,2004-06-23,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; ,,/objects/small/dcwr_2004_bc_water_act_order_jordan_river_wup_acceptance_letter.pdf_sm.jpg,/objects/thumbs/dcwr_2004_bc_water_act_order_jordan_river_wup_acceptance_letter.pdf_th.jpg,
jordan_river_wupor_report.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_009,/objects/jordan_river_wupor_report.pdf,Draft: Jordan River water use plan order review report,,BC Hydro,,,pdf,pdf,pdf,Hydroelectric; Water Use Plan;,,/objects/small/jordan_river_wupor_report.pdf_sm.jpg,/objects/thumbs/jordan_river_wupor_report.pdf_th.jpg,
rrl200_1.pdf,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup,jrwa_docs_powergeneration_jordanriver_hydro_project_jordan_river_wup_012,/objects/rrl200_1.pdf,Jordan River Historical Salmonid Survey,,Recreation Resources Ltd. ,2001-01,,pdf,pdf,pdf,Hydroelectric; Water Use Plan; Salmon; Salmonids; Forestry; Mining; Fisheries; Logging,,/objects/small/rrl200_1.pdf_sm.jpg,/objects/thumbs/rrl200_1.pdf_th.jpg,
